SAGA,TFIID group	 Gene ID	 Common Name
TFIID-dominated	YOL158C	ENB1
TFIID-dominated	YOL159C	
no call	YOL160W	
SAGA/TFIID	YOL161C	
TFIID-dominated	YOL162W	
TFIID-dominated	YOL163W	
SAGA/TFIID	YOL164W	
TFIID-dominated	YOL165C	AAD15
TFIID-dominated	YOL166C	
TFIID-dominated	YOR001W	RRP6
TFIID-dominated	YOR002W	ALG6
TFIID-dominated	YOR003W	YSP3
TFIID-dominated	YOR004W	
TFIID-dominated	YOR005C	DNL4
TFIID-dominated	YOR006C	
TFIID-dominated	YOR007C	SGT2
TFIID-dominated	YOR008C	SLG1
SAGA/TFIID	YOR009W	TIR4
TFIID-dominated	YOR010C	TIR2
TFIID-dominated	YOR011W	AUS1
TFIID-dominated	YOR012W	
TFIID-dominated	YOR013W	
TFIID-dominated	YOR014W	RTS1
TFIID-dominated	YOR015W	
TFIID-dominated	YOR016C	ERP4
TFIID-dominated	YOR017W	PET127
TFIID-dominated	YOR018W	ROD1
TFIID-dominated	YOR019W	
TFIID-dominated	YOR020C	HSP10
TFIID-dominated	YOR021C	
TFIID-dominated	YOR022C	
TFIID-dominated	YOR023C	AHC1
no call	YOR024W	
TFIID-dominated	YOR025W	HST3
TFIID-dominated	YOR026W	BUB3
TFIID-dominated	YOR027W	STI1
SAGA/TFIID	YOR028C	CIN5
TFIID-dominated	YOR029W	
TFIID-dominated	YOR030W	DFG16
SAGA-dominated	YOR031W	CRS5
SAGA-dominated	YOR032C	HMS1
TFIID-dominated	YOR033C	EXO1
TFIID-dominated	YOR034C	AKR2
SAGA-dominated	YOR035C	SHE4
SAGA-dominated	YOR036W	PEP12
TFIID-dominated	YOR037W	CYC2
TFIID-dominated	YOR038C	HIR2
TFIID-dominated	YOR039W	CKB2
TFIID-dominated	YOR040W	GLO4
TFIID-dominated	YOR041C	
TFIID-dominated	YOR042W	CUE5
TFIID-dominated	YOR043W	WHI2
TFIID-dominated	YOR044W	
TFIID-dominated	YOR045W	TOM6
TFIID-dominated	YOR046C	DBP5
TFIID-dominated	YOR047C	STD1
TFIID-dominated	YOR048C	RAT1
TFIID-dominated	YOR049C	RSB1
TFIID-dominated	YOR050C	
TFIID-dominated	YOR051C	
SAGA-dominated	YOR052C	
TFIID-dominated	YOR053W	
TFIID-dominated	YOR054C	
TFIID-dominated	YOR055W	
TFIID-dominated	YOR056C	NOB1
TFIID-dominated	YOR057W	SGT1
TFIID-dominated	YOR058C	ASE1
TFIID-dominated	YOR059C	
TFIID-dominated	YOR060C	
TFIID-dominated	YOR061W	CKA2
SAGA-dominated	YOR062C	
TFIID-dominated	YOR063W	RPL3
TFIID-dominated	YOR064C	YNG1
SAGA-dominated	YOR065W	CYT1
TFIID-dominated	YOR066W	
TFIID-dominated	YOR067C	ALG8
TFIID-dominated	YOR068C	VAM10
TFIID-dominated	YOR069W	VPS5
TFIID-dominated	YOR070C	GYP1
SAGA/TFIID	YOR071C	
no call	YOR072W	
TFIID-dominated	YOR073W	
TFIID-dominated	YOR074C	CDC21
TFIID-dominated	YOR075W	UFE1
TFIID-dominated	YOR076C	SKI7
TFIID-dominated	YOR077W	RTS2
TFIID-dominated	YOR078W	BUD21
TFIID-dominated	YOR079C	ATX2
TFIID-dominated	YOR080W	DIA2
TFIID-dominated	YOR081C	
TFIID-dominated	YOR082C	
no call	YOR083W	WHI5
SAGA-dominated	YOR084W	
TFIID-dominated	YOR085W	OST3
TFIID-dominated	YOR086C	
TFIID-dominated	YOR087W	YVC1
TFIID-dominated	YOR088W	
TFIID-dominated	YOR089C	VPS21
TFIID-dominated	YOR090C	PTC5
TFIID-dominated	YOR091W	
TFIID-dominated	YOR092W	ECM3
TFIID-dominated	YOR093C	
TFIID-dominated	YOR094W	ARF3
SAGA/TFIID	YOR095C	RKI1
SAGA/TFIID	YOR096W	RPS7A
TFIID-dominated	YOR097C	
TFIID-dominated	YOR098C	NUP1
SAGA/TFIID	YOR099W	KTR1
no call	YOR100C	CRC1
TFIID-dominated	YOR101W	RAS1
TFIID-dominated	YOR102W	
TFIID-dominated	YOR103C	OST2
TFIID-dominated	YOR104W	PIN2
TFIID-dominated	YOR105W	
TFIID-dominated	YOR106W	VAM3
SAGA-dominated	YOR107W	RGS2
TFIID-dominated	YOR108W	
TFIID-dominated	YOR109W	INP53
TFIID-dominated	YOR110W	TFC7
TFIID-dominated	YOR111W	
TFIID-dominated	YOR112W	
TFIID-dominated	YOR113W	AZF1
TFIID-dominated	YOR114W	
TFIID-dominated	YOR115C	TRS33
TFIID-dominated	YOR116C	RPO31
TFIID-dominated	YOR117W	RPT5
TFIID-dominated	YOR118W	
TFIID-dominated	YOR119C	RIO1
SAGA-dominated	YOR120W	GCY1
SAGA-dominated	YOR121C	
TFIID-dominated	YOR122C	PFY1
TFIID-dominated	YOR123C	LEO1
TFIID-dominated	YOR124C	UBP2
TFIID-dominated	YOR125C	CAT5
TFIID-dominated	YOR126C	IAH1
TFIID-dominated	YOR127W	RGA1
SAGA-dominated	YOR128C	ADE2
TFIID-dominated	YOR129C	
TFIID-dominated	YOR130C	ORT1
TFIID-dominated	YOR131C	
TFIID-dominated	YOR132W	VPS17
TFIID-dominated	YOR133W	EFT1
SAGA-dominated	YOR134W	BAG7
SAGA-dominated	YOR135C	
SAGA-dominated	YOR136W	IDH2
SAGA-dominated	YOR137C	SIA1
TFIID-dominated	YOR138C	
TFIID-dominated	YOR139C	
no call	YOR140W	SFL1
TFIID-dominated	YOR141C	ARP8
TFIID-dominated	YOR142W	LSC1
TFIID-dominated	YOR143C	THI80
TFIID-dominated	YOR144C	ELG1
TFIID-dominated	YOR145C	DIM2
TFIID-dominated	YOR146W	
TFIID-dominated	YOR147W	MDM32
TFIID-dominated	YOR148C	SPP2
TFIID-dominated	YOR149C	SMP3
TFIID-dominated	YOR150W	MRPL23
TFIID-dominated	YOR151C	RPB2
TFIID-dominated	YOR152C	
SAGA-dominated	YOR153W	PDR5
TFIID-dominated	YOR154W	
TFIID-dominated	YOR155C	
TFIID-dominated	YOR156C	NFI1
TFIID-dominated	YOR157C	PUP1
TFIID-dominated	YOR158W	PET123
TFIID-dominated	YOR159C	SME1
TFIID-dominated	YOR160W	MTR10
SAGA-dominated	YOR161C	
TFIID-dominated	YOR162C	YRR1
TFIID-dominated	YOR163W	DDP1
TFIID-dominated	YOR164C	
TFIID-dominated	YOR165W	SEY1
TFIID-dominated	YOR166C	
TFIID-dominated	YOR167C	RPS28A
TFIID-dominated	YOR168W	GLN4
TFIID-dominated	YOR169C	
TFIID-dominated	YOR170W	
TFIID-dominated	YOR171C	LCB4
TFIID-dominated	YOR172W	
SAGA-dominated	YOR173W	DCS2
TFIID-dominated	YOR174W	MED4
TFIID-dominated	YOR175C	
TFIID-dominated	YOR176W	HEM15
no call	YOR177C	MPC54
SAGA/TFIID	YOR178C	GAC1
SAGA/TFIID	YOR179C	
TFIID-dominated	YOR180C	DCI1
SAGA-dominated	YOR181W	LAS17
TFIID-dominated	YOR182C	RPS30B
no call	YOR183W	FYV12
TFIID-dominated	YOR184W	SER1
TFIID-dominated	YOR185C	GSP2
no call	YOR186W	
TFIID-dominated	YOR187W	TUF1
TFIID-dominated	YOR188W	MSB1
TFIID-dominated	YOR189W	IES4
TFIID-dominated	YOR190W	SPR1
TFIID-dominated	YOR191W	RIS1
SAGA/TFIID	YOR192C	
TFIID-dominated	YOR193W	
TFIID-dominated	YOR194C	TOA1
TFIID-dominated	YOR195W	SLK19
TFIID-dominated	YOR196C	LIP5
TFIID-dominated	YOR197W	MCA1
TFIID-dominated	YOR198C	BFR1
TFIID-dominated	YOR199W	
TFIID-dominated	YOR200W	
TFIID-dominated	YOR201C	PET56
SAGA-dominated	YOR202W	HIS3
SAGA-dominated	YOR203W	
TFIID-dominated	YOR204W	DED1
TFIID-dominated	YOR205C	
TFIID-dominated	YOR206W	NOC2
TFIID-dominated	YOR207C	RET1
SAGA-dominated	YOR208W	PTP2
TFIID-dominated	YOR209C	NPT1
TFIID-dominated	YOR210W	RPB10
TFIID-dominated	YOR211C	MGM1
TFIID-dominated	YOR212W	STE4
TFIID-dominated	YOR213C	SAS5
no call	YOR214C	
TFIID-dominated	YOR215C	
TFIID-dominated	YOR216C	RUD3
TFIID-dominated	YOR217W	RFC1
TFIID-dominated	YOR218C	
TFIID-dominated	YOR219C	STE13
SAGA-dominated	YOR220W	
TFIID-dominated	YOR221C	MCT1
TFIID-dominated	YOR222W	ODC2
TFIID-dominated	YOR223W	
TFIID-dominated	YOR224C	RPB8
SAGA-dominated	YOR225W	
SAGA-dominated	YOR226C	ISU2
TFIID-dominated	YOR227W	
TFIID-dominated	YOR228C	
TFIID-dominated	YOR229W	WTM2
SAGA-dominated	YOR230W	WTM1
TFIID-dominated	YOR231W	MKK1
TFIID-dominated	YOR232W	MGE1
TFIID-dominated	YOR233W	KIN4
TFIID-dominated	YOR234C	RPL33B
TFIID-dominated	YOR235W	
TFIID-dominated	YOR236W	DFR1
SAGA/TFIID	YOR237W	HES1
TFIID-dominated	YOR238W	
TFIID-dominated	YOR239W	ABP140
TFIID-dominated	YOR240W	
TFIID-dominated	YOR241W	MET7
TFIID-dominated	YOR242C	SSP2
TFIID-dominated	YOR243C	PUS7
TFIID-dominated	YOR244W	ESA1
TFIID-dominated	YOR245C	DGA1
TFIID-dominated	YOR246C	
TFIID-dominated	YOR247W	SRL1
TFIID-dominated	YOR248W	
TFIID-dominated	YOR249C	APC5
TFIID-dominated	YOR250C	CLP1
TFIID-dominated	YOR251C	
TFIID-dominated	YOR252W	
TFIID-dominated	YOR253W	NAT5
TFIID-dominated	YOR254C	SEC63
TFIID-dominated	YOR255W	
TFIID-dominated	YOR256C	
TFIID-dominated	YOR257W	CDC31
TFIID-dominated	YOR258W	HNT3
TFIID-dominated	YOR259C	RPT4
TFIID-dominated	YOR260W	GCD1
TFIID-dominated	YOR261C	RPN8
TFIID-dominated	YOR262W	
SAGA-dominated	YOR263C	
SAGA-dominated	YOR264W	DSE3
TFIID-dominated	YOR265W	RBL2
TFIID-dominated	YOR266W	PNT1
SAGA-dominated	YOR267C	HRK1
no call	YOR268C	
TFIID-dominated	YOR269W	PAC1
TFIID-dominated	YOR270C	VPH1
TFIID-dominated	YOR271C	
TFIID-dominated	YOR272W	YTM1
TFIID-dominated	YOR273C	TPO4
TFIID-dominated	YOR274W	MOD5
TFIID-dominated	YOR275C	RIM20
TFIID-dominated	YOR276W	CAF20
TFIID-dominated	YOR277C	
TFIID-dominated	YOR278W	HEM4
TFIID-dominated	YOR279C	RFM1
TFIID-dominated	YOR280C	FSH3
TFIID-dominated	YOR281C	PLP2
TFIID-dominated	YOR282W	
TFIID-dominated	YOR283W	
TFIID-dominated	YOR284W	HUA2
TFIID-dominated	YOR285W	
TFIID-dominated	YOR286W	
TFIID-dominated	YOR287C	
TFIID-dominated	YOR288C	MPD1
TFIID-dominated	YOR289W	
TFIID-dominated	YOR290C	SNF2
TFIID-dominated	YOR291W	
TFIID-dominated	YOR292C	
TFIID-dominated	YOR293W	RPS10A
TFIID-dominated	YOR294W	RRS1
TFIID-dominated	YOR295W	UAF30
TFIID-dominated	YOR296W	
TFIID-dominated	YOR297C	TIM18
TFIID-dominated	YOR298W	
TFIID-dominated	YOR299W	BUD7
TFIID-dominated	YOR300W	
TFIID-dominated	YOR301W	RAX1
SAGA-dominated	YOR302W	
SAGA-dominated	YOR303W	CPA1
TFIID-dominated	YOR304C-A	
TFIID-dominated	YOR304W	ISW2
TFIID-dominated	YOR305W	
TFIID-dominated	YOR306C	MCH5
TFIID-dominated	YOR307C	SLY41
TFIID-dominated	YOR308C	SNU66
TFIID-dominated	YOR309C	
TFIID-dominated	YOR310C	NOP58
TFIID-dominated	YOR311C	HSD1
TFIID-dominated	YOR312C	RPL20B
no call	YOR313C	SPS4
no call	YOR314W	
TFIID-dominated	YOR315W	
TFIID-dominated	YOR316C	COT1
SAGA/TFIID	YOR317W	FAA1
TFIID-dominated	YOR318C	
TFIID-dominated	YOR319W	HSH49
TFIID-dominated	YOR320C	GNT1
TFIID-dominated	YOR321W	PMT3
TFIID-dominated	YOR322C	
TFIID-dominated	YOR323C	PRO2
TFIID-dominated	YOR324C	
TFIID-dominated	YOR325W	
TFIID-dominated	YOR326W	MYO2
TFIID-dominated	YOR327C	SNC2
TFIID-dominated	YOR328W	PDR10
TFIID-dominated	YOR329C	SCD5
TFIID-dominated	YOR330C	MIP1
TFIID-dominated	YOR331C	
TFIID-dominated	YOR332W	VMA4
TFIID-dominated	YOR333C	SWF5
TFIID-dominated	YOR334W	MRS2
TFIID-dominated	YOR335C	ALA1
TFIID-dominated	YOR336W	KRE5
SAGA-dominated	YOR337W	TEA1
SAGA-dominated	YOR338W	
SAGA/TFIID	YOR339C	UBC11
TFIID-dominated	YOR340C	RPA43
TFIID-dominated	YOR341W	RPA190
SAGA-dominated	YOR342C	
no call	YOR343C	
SAGA-dominated	YOR344C	TYE7
TFIID-dominated	YOR345C	
TFIID-dominated	YOR346W	REV1
TFIID-dominated	YOR347C	PYK2
no call	YOR348C	PUT4
TFIID-dominated	YOR349W	CIN1
TFIID-dominated	YOR350C	MNE1
TFIID-dominated	YOR351C	MEK1
TFIID-dominated	YOR352W	
TFIID-dominated	YOR353C	SOG2
TFIID-dominated	YOR354C	MSC6
TFIID-dominated	YOR355W	GDS1
SAGA/TFIID	YOR356W	
TFIID-dominated	YOR357C	GRD19
TFIID-dominated	YOR358W	HAP5
TFIID-dominated	YOR359W	VTS1
TFIID-dominated	YOR360C	PDE2
TFIID-dominated	YOR361C	PRT1
TFIID-dominated	YOR362C	PRE10
TFIID-dominated	YOR363C	PIP2
TFIID-dominated	YOR364W	
no call	YOR365C	
no call	YOR366W	
TFIID-dominated	YOR367W	SCP1
TFIID-dominated	YOR368W	RAD17
TFIID-dominated	YOR369C	RPS12
TFIID-dominated	YOR370C	MRS6
TFIID-dominated	YOR371C	GPB1
TFIID-dominated	YOR372C	NDD1
no call	YOR373W	NUD1
SAGA-dominated	YOR374W	ALD4
TFIID-dominated	YOR375C	GDH1
no call	YOR376W	
TFIID-dominated	YOR377W	ATF1
TFIID-dominated	YOR378W	
no call	YOR379C	
TFIID-dominated	YOR380W	RDR1
TFIID-dominated	YOR381W	FRE3
TFIID-dominated	YOR382W	FIT2
TFIID-dominated	YOR383C	FIT3
TFIID-dominated	YOR384W	FRE5
SAGA-dominated	YOR385W	
TFIID-dominated	YOR386W	PHR1
TFIID-dominated	YOR387C	
TFIID-dominated	YOR388C	FDH1
TFIID-dominated	YOR389W	
TFIID-dominated	YOR390W	
no call	YOR391C	
no call	YOR392W	
SAGA-dominated	YOR393W	ERR1
TFIID-dominated	YOR394W	
TFIID-dominated	YPL001W	HAT1
TFIID-dominated	YPL002C	SNF8
TFIID-dominated	YPL003W	ULA1
SAGA-dominated	YPL004C	LSP1
TFIID-dominated	YPL005W	
no call	YPL006W	NCR1
TFIID-dominated	YPL007C	TFC8
TFIID-dominated	YPL008W	CHL1
TFIID-dominated	YPL009C	
TFIID-dominated	YPL010W	RET3
TFIID-dominated	YPL011C	TAF3
TFIID-dominated	YPL012W	RRP12
TFIID-dominated	YPL013C	MRPS16
SAGA-dominated	YPL014W	
TFIID-dominated	YPL015C	HST2
TFIID-dominated	YPL016W	SWI1
TFIID-dominated	YPL017C	
TFIID-dominated	YPL018W	CTF19
TFIID-dominated	YPL019C	VTC3
TFIID-dominated	YPL020C	ULP1
TFIID-dominated	YPL021W	ECM23
TFIID-dominated	YPL022W	RAD1
TFIID-dominated	YPL023C	MET12
SAGA-dominated	YPL024W	NCE4
no call	YPL025C	
SAGA-dominated	YPL026C	SKS1
no call	YPL027W	SMA1
TFIID-dominated	YPL028W	ERG10
TFIID-dominated	YPL029W	SUV3
TFIID-dominated	YPL030W	
TFIID-dominated	YPL031C	PHO85
TFIID-dominated	YPL032C	SVL3
no call	YPL033C	
TFIID-dominated	YPL034W	
TFIID-dominated	YPL035C	
SAGA/TFIID	YPL036W	PMA2
TFIID-dominated	YPL037C	EGD1
TFIID-dominated	YPL038W	MET31
TFIID-dominated	YPL039W	
TFIID-dominated	YPL040C	ISM1
TFIID-dominated	YPL041C	
TFIID-dominated	YPL042C	SSN3
TFIID-dominated	YPL043W	NOP4
TFIID-dominated	YPL044C	
TFIID-dominated	YPL045W	VPS16
TFIID-dominated	YPL046C	ELC1
TFIID-dominated	YPL047W	
TFIID-dominated	YPL048W	CAM1
TFIID-dominated	YPL049C	DIG1
TFIID-dominated	YPL050C	MNN9
TFIID-dominated	YPL051W	ARL3
TFIID-dominated	YPL052W	
TFIID-dominated	YPL053C	KTR6
SAGA-dominated	YPL054W	LEE1
TFIID-dominated	YPL055C	LGE1
no call	YPL056C	
SAGA-dominated	YPL057C	SUR1
SAGA-dominated	YPL058C	PDR12
TFIID-dominated	YPL059W	GRX5
TFIID-dominated	YPL060W	LPE10
SAGA-dominated	YPL061W	ALD6
no call	YPL062W	
TFIID-dominated	YPL063W	TIM50
TFIID-dominated	YPL064C	CWC27
TFIID-dominated	YPL065W	VPS28
SAGA-dominated	YPL066W	
SAGA-dominated	YPL067C	
TFIID-dominated	YPL068C	
TFIID-dominated	YPL069C	BTS1
TFIID-dominated	YPL070W	MUK1
TFIID-dominated	YPL071C	
TFIID-dominated	YPL072W	UBP16
TFIID-dominated	YPL073C	
TFIID-dominated	YPL074W	YTA6
SAGA-dominated	YPL075W	GCR1
TFIID-dominated	YPL076W	GPI2
TFIID-dominated	YPL077C	
TFIID-dominated	YPL078C	ATP4
TFIID-dominated	YPL079W	RPL21B
TFIID-dominated	YPL080C	
TFIID-dominated	YPL081W	RPS9A
TFIID-dominated	YPL082C	MOT1
TFIID-dominated	YPL083C	SEN54
TFIID-dominated	YPL084W	BRO1
TFIID-dominated	YPL085W	SEC16
TFIID-dominated	YPL086C	ELP3
TFIID-dominated	YPL087W	YDC1
no call	YPL088W	
SAGA-dominated	YPL089C	RLM1
TFIID-dominated	YPL090C	RPS6A
TFIID-dominated	YPL091W	GLR1
SAGA-dominated	YPL092W	SSU1
TFIID-dominated	YPL093W	NOG1
TFIID-dominated	YPL094C	SEC62
TFIID-dominated	YPL095C	
TFIID-dominated	YPL096W	PNG1
TFIID-dominated	YPL097W	MSY1
TFIID-dominated	YPL098C	
TFIID-dominated	YPL099C	
TFIID-dominated	YPL100W	MAI1
no call	YPL101W	ELP4
TFIID-dominated	YPL102C	
TFIID-dominated	YPL103C	
TFIID-dominated	YPL104W	MSD1
TFIID-dominated	YPL105C	
TFIID-dominated	YPL106C	SSE1
TFIID-dominated	YPL107W	
TFIID-dominated	YPL108W	
no call	YPL109C	
TFIID-dominated	YPL110C	
SAGA-dominated	YPL111W	CAR1
TFIID-dominated	YPL112C	PEX25
no call	YPL113C	
no call	YPL114W	
no call	YPL115C	BEM3
TFIID-dominated	YPL116W	HOS3
TFIID-dominated	YPL117C	IDI1
TFIID-dominated	YPL118W	MRP51
TFIID-dominated	YPL119C	DBP1
TFIID-dominated	YPL120W	VPS30
no call	YPL121C	MEI5
TFIID-dominated	YPL122C	TFB2
TFIID-dominated	YPL123C	RNY1
TFIID-dominated	YPL124W	SPC29
TFIID-dominated	YPL125W	KAP120
TFIID-dominated	YPL126W	NAN1
SAGA/TFIID	YPL127C	HHO1
TFIID-dominated	YPL128C	TBF1
TFIID-dominated	YPL129W	TAF14
no call	YPL130W	SPO19
TFIID-dominated	YPL131W	RPL5
TFIID-dominated	YPL132W	COX11
TFIID-dominated	YPL133C	RDS2
TFIID-dominated	YPL134C	ODC1
SAGA-dominated	YPL135W	ISU1
TFIID-dominated	YPL136W	
TFIID-dominated	YPL137C	
TFIID-dominated	YPL138C	SPP1
TFIID-dominated	YPL139C	UME1
TFIID-dominated	YPL140C	MKK2
TFIID-dominated	YPL141C	
TFIID-dominated	YPL142C	
TFIID-dominated	YPL143W	RPL33A
TFIID-dominated	YPL144W	
TFIID-dominated	YPL145C	KES1
TFIID-dominated	YPL146C	
TFIID-dominated	YPL147W	PXA1
TFIID-dominated	YPL148C	PPT2
TFIID-dominated	YPL149W	APG5
TFIID-dominated	YPL150W	
TFIID-dominated	YPL151C	PRP46
TFIID-dominated	YPL152W	RRD2
TFIID-dominated	YPL153C	RAD53
SAGA-dominated	YPL154C	PEP4
TFIID-dominated	YPL155C	KIP2
SAGA-dominated	YPL156C	PRM4
TFIID-dominated	YPL157W	TGS1
TFIID-dominated	YPL158C	
TFIID-dominated	YPL159C	
TFIID-dominated	YPL160W	CDC60
TFIID-dominated	YPL161C	BEM4
TFIID-dominated	YPL162C	
SAGA-dominated	YPL163C	SVS1
TFIID-dominated	YPL164C	MLH3
SAGA-dominated	YPL165C	SET6
SAGA-dominated	YPL166W	
TFIID-dominated	YPL167C	REV3
TFIID-dominated	YPL168W	
TFIID-dominated	YPL169C	MEX67
TFIID-dominated	YPL170W	DAP1
TFIID-dominated	YPL171C	OYE3
TFIID-dominated	YPL172C	COX10
TFIID-dominated	YPL173W	MRPL40
TFIID-dominated	YPL174C	NIP100
TFIID-dominated	YPL175W	SPT14
TFIID-dominated	YPL176C	
SAGA-dominated	YPL177C	CUP9
TFIID-dominated	YPL178W	CBC2
TFIID-dominated	YPL179W	PPQ1
TFIID-dominated	YPL180W	
TFIID-dominated	YPL181W	RXT1
TFIID-dominated	YPL182C	
TFIID-dominated	YPL183C	
TFIID-dominated	YPL184C	
SAGA-dominated	YPL185W	
SAGA-dominated	YPL186C	UIP4
SAGA/TFIID	YPL187W	MF(ALPHA)1
TFIID-dominated	YPL188W	POS5
TFIID-dominated	YPL189W	GUP2
TFIID-dominated	YPL190C	NAB3
TFIID-dominated	YPL191C	
TFIID-dominated	YPL192C	PRM3
TFIID-dominated	YPL193W	RSA1
TFIID-dominated	YPL194W	DDC1
TFIID-dominated	YPL195W	APL5
TFIID-dominated	YPL196W	OXR1
TFIID-dominated	YPL197C	
TFIID-dominated	YPL198W	RPL7B
TFIID-dominated	YPL199C	
no call	YPL200W	CSM4
no call	YPL201C	
TFIID-dominated	YPL202C	AFT2
TFIID-dominated	YPL203W	TPK2
TFIID-dominated	YPL204W	HRR25
TFIID-dominated	YPL205C	
TFIID-dominated	YPL206C	
TFIID-dominated	YPL207W	
TFIID-dominated	YPL208W	
TFIID-dominated	YPL209C	IPL1
TFIID-dominated	YPL210C	SRP72
TFIID-dominated	YPL211W	NIP7
TFIID-dominated	YPL212C	PUS1
TFIID-dominated	YPL213W	LEA1
TFIID-dominated	YPL214C	THI6
TFIID-dominated	YPL215W	CBP3
TFIID-dominated	YPL216W	
TFIID-dominated	YPL217C	BMS1
TFIID-dominated	YPL218W	SAR1
TFIID-dominated	YPL219W	PCL8
TFIID-dominated	YPL220W	RPL1A
SAGA-dominated	YPL221W	BOP1
TFIID-dominated	YPL222W	
SAGA-dominated	YPL223C	GRE1
TFIID-dominated	YPL224C	MMT2
TFIID-dominated	YPL225W	
TFIID-dominated	YPL226W	NEW1
TFIID-dominated	YPL227C	ALG5
TFIID-dominated	YPL228W	CET1
TFIID-dominated	YPL229W	
SAGA-dominated	YPL230W	
TFIID-dominated	YPL231W	FAS2
TFIID-dominated	YPL232W	SSO1
TFIID-dominated	YPL233W	NSL1
TFIID-dominated	YPL234C	TFP3
TFIID-dominated	YPL235W	RVB2
TFIID-dominated	YPL236C	
TFIID-dominated	YPL237W	SUI3
TFIID-dominated	YPL238C	
TFIID-dominated	YPL239W	YAR1
SAGA-dominated	YPL240C	HSP82
TFIID-dominated	YPL241C	CIN2
TFIID-dominated	YPL242C	IQG1
TFIID-dominated	YPL243W	SRP68
TFIID-dominated	YPL244C	HUT1
TFIID-dominated	YPL245W	
TFIID-dominated	YPL246C	QUT1
SAGA-dominated	YPL247C	
TFIID-dominated	YPL248C	GAL4
TFIID-dominated	YPL249C	GYP5
SAGA-dominated	YPL250C	ICY2
TFIID-dominated	YPL251W	
TFIID-dominated	YPL252C	YAH1
TFIID-dominated	YPL253C	VIK1
TFIID-dominated	YPL254W	HFI1
TFIID-dominated	YPL255W	BBP1
SAGA-dominated	YPL256C	CLN2
TFIID-dominated	YPL257W	
TFIID-dominated	YPL258C	THI21
TFIID-dominated	YPL259C	APM1
TFIID-dominated	YPL260W	
no call	YPL261C	
SAGA-dominated	YPL262W	FUM1
TFIID-dominated	YPL263C	KEL3
TFIID-dominated	YPL264C	
SAGA-dominated	YPL265W	DIP5
TFIID-dominated	YPL266W	DIM1
TFIID-dominated	YPL267W	
TFIID-dominated	YPL268W	PLC1
TFIID-dominated	YPL269W	KAR9
TFIID-dominated	YPL270W	MDL2
TFIID-dominated	YPL271W	ATP15
TFIID-dominated	YPL272C	
TFIID-dominated	YPL273W	SAM4
SAGA-dominated	YPL274W	SAM3
TFIID-dominated	YPL275W	FDH2
no call	YPL276W	FDH2
TFIID-dominated	YPL277C	
TFIID-dominated	YPL278C	
TFIID-dominated	YPL279C	
TFIID-dominated	YPL280W	
SAGA-dominated	YPL281C	ERR2
TFIID-dominated	YPL282C	
TFIID-dominated	YPL283C	YRF1-7
TFIID-dominated	YPR001W	CIT3
SAGA-dominated	YPR002W	PDH1
TFIID-dominated	YPR003C	
TFIID-dominated	YPR004C	
TFIID-dominated	YPR005C	HAL1
TFIID-dominated	YPR006C	ICL2
TFIID-dominated	YPR007C	SPO69
TFIID-dominated	YPR008W	HAA1
TFIID-dominated	YPR009W	SUT2
TFIID-dominated	YPR010C	RPA135
TFIID-dominated	YPR011C	
no call	YPR012W	
TFIID-dominated	YPR013C	
TFIID-dominated	YPR014C	
TFIID-dominated	YPR015C	
TFIID-dominated	YPR016C	TIF6
TFIID-dominated	YPR017C	DSS4
TFIID-dominated	YPR018W	RLF2
TFIID-dominated	YPR019W	CDC54
TFIID-dominated	YPR020W	ATP20
TFIID-dominated	YPR021C	
TFIID-dominated	YPR022C	
TFIID-dominated	YPR023C	EAF3
TFIID-dominated	YPR024W	YME1
TFIID-dominated	YPR025C	CCL1
TFIID-dominated	YPR026W	ATH1
TFIID-dominated	YPR027C	
TFIID-dominated	YPR028W	YOP1
TFIID-dominated	YPR029C	APL4
TFIID-dominated	YPR030W	CSR2
no call	YPR031W	NTO1
TFIID-dominated	YPR032W	SRO7
TFIID-dominated	YPR033C	HTS1
TFIID-dominated	YPR034W	ARP7
SAGA-dominated	YPR035W	GLN1
TFIID-dominated	YPR036W	VMA13
TFIID-dominated	YPR037C	ERV2
TFIID-dominated	YPR038W	
TFIID-dominated	YPR039W	
TFIID-dominated	YPR040W	TIP41
TFIID-dominated	YPR041W	TIF5
TFIID-dominated	YPR042C	PUF2
TFIID-dominated	YPR043W	RPL43A
TFIID-dominated	YPR044C	
TFIID-dominated	YPR045C	
TFIID-dominated	YPR046W	MCM16
TFIID-dominated	YPR047W	MSF1
TFIID-dominated	YPR048W	TAH18
TFIID-dominated	YPR049C	CVT9
TFIID-dominated	YPR050C	
TFIID-dominated	YPR051W	MAK3
TFIID-dominated	YPR052C	NHP6A
TFIID-dominated	YPR053C	
TFIID-dominated	YPR054W	SMK1
TFIID-dominated	YPR055W	SEC8
TFIID-dominated	YPR056W	TFB4
TFIID-dominated	YPR057W	BRR1
TFIID-dominated	YPR058W	YMC1
TFIID-dominated	YPR059C	
TFIID-dominated	YPR060C	ARO7
TFIID-dominated	YPR061C	
TFIID-dominated	YPR062W	FCY1
TFIID-dominated	YPR063C	
TFIID-dominated	YPR064W	
SAGA-dominated	YPR065W	ROX1
TFIID-dominated	YPR066W	UBA3
TFIID-dominated	YPR067W	ISA2
TFIID-dominated	YPR068C	HOS1
TFIID-dominated	YPR069C	SPE3
TFIID-dominated	YPR070W	MED1
TFIID-dominated	YPR071W	
TFIID-dominated	YPR072W	NOT5
